Id,Hazard
6,1.26144903986
7,1.44100753188
8,1.51754900122
9,1.46140729465
10,1.51223914394
11,1.3633711559
13,1.49468392899
14,1.52286164592
16,1.43163126009
17,1.4528608099
18,1.45963394172
20,1.31862298061
27,1.66912614655
28,1.45180302325
29,1.35861208947
30,1.47609894625
34,1.25546198314
35,1.48922803837
36,1.51131981567
37,1.56415207053
38,1.35560730651
40,1.433520312
42,1.43637682922
46,1.32513846883
47,1.40429617087
48,1.46023424446
49,1.52738853871
51,1.41669523535
52,1.5547877871
53,1.22062503131
54,1.3039863394
55,1.32906797069
56,1.50462315614
57,1.29983408298
60,1.55063006094
61,1.48936728647
64,1.51173317331
65,1.44404900531
66,1.47266963743
68,1.34240662546
70,1.4373923053
71,1.23365736909
75,1.29053225347
76,1.45455978805
78,1.53792631769
80,1.381958657
81,1.38444489041
82,1.59174210442
83,1.51464530687
85,1.28492755027
86,1.38639544905
87,1.30956859989
89,1.39770946808
90,1.60436167474
91,1.43840247277
92,1.53548779238
95,1.45866485395
97,1.43365898582
99,1.49047853986
101,1.40857232064
102,1.42948960693
103,1.31188790777
104,1.34405479147
107,1.48326235934
108,1.30942387697
111,1.28888981166
112,1.50908266226
115,1.51349784303
119,1.27759876031
121,1.36665574803
124,1.27145893343
128,1.51411594482
130,1.41099710587
131,1.50162300093
133,1.5292411893
134,1.47844560074
137,1.23743282076
138,1.38148960926
142,1.52741172078
143,1.49558000342
144,1.70919962679
145,1.3601161656
147,1.44552517587
148,1.53967915218
152,1.32427519545
154,1.77339053034
158,1.27286914547
159,1.45848188105
160,1.48350654393
161,1.49500439359
164,1.27576785138
165,1.39857569538
166,1.26570113826
167,1.31971156648
169,1.48129096627
170,1.512598384
171,1.44240520793
175,1.44851943982
177,1.41855550413
178,1.50403416891
180,1.56973779196
182,1.26638744802
184,1.54740579231
185,1.5168130711
186,1.4405450362
190,1.37134909695
191,1.4171548239
192,1.37675072986
195,1.45178064915
196,1.41968013
197,1.40580570191
198,1.52833491014
199,1.50013159503
200,1.31795015577
204,1.54583663702
205,1.35052563775
207,1.23895195129
208,1.48222050628
209,1.57378524369
211,1.47525894463
216,1.88606517595
217,1.16669779004
220,1.4211426757
223,1.52263883617
224,1.47155724476
230,1.3954245321
232,1.4693672785
235,1.30065476861
236,1.5210492538
238,1.32738542907
240,1.26615151011
242,1.53002877006
244,1.46213034803
245,1.43876288216
248,1.50065964104
251,1.39532677895
256,1.28159780534
258,1.59945170439
259,1.44144916039
261,1.37342922596
267,1.47625989979
268,1.3561859828
270,1.47594064167
272,1.50741740507
273,1.3120108767
275,1.23333726167
276,1.4182677881
277,1.52593371699
279,1.28521777417
283,1.4543975715
284,1.51493819839
286,1.3820144071
287,1.38033729148
288,1.21525320693
289,1.61246756978
292,1.44745488998
293,1.51120896059
295,1.41108989107
297,1.38267104104
301,1.47094598388
303,1.40642911361
304,1.33556115775
305,1.44102837141
308,1.25711461097
309,1.49833606094
313,1.25777008626
314,1.41997538357
315,1.42338121716
316,1.43857207496
318,1.49744894238
320,1.50583972368
324,1.46115396101
325,1.33416544153
326,1.36201837804
327,1.47195950741
328,1.51476801263
332,1.40830363633
333,1.4869849935
336,1.32993123237
339,1.33977866934
340,1.52123210787
342,1.5531269429
344,1.55749347282
345,1.34327889903
346,1.40780021578
349,1.47565269678
353,1.47145376006
355,1.38673544815
360,1.33543350709
363,1.40564093189
366,1.41083401987
367,1.30696463851
369,1.4635465528
371,1.41179843329
372,1.34852125739
374,1.25996501904
375,1.28280751813
378,1.46371010608
379,1.28084327604
381,1.46079647424
382,1.3707669795
384,1.26718610383
385,1.39087465152
387,1.48096399439
388,1.2989115056
389,1.41576441678
390,1.44449484498
393,1.43007794267
394,1.41785546092
395,1.4013618427
397,1.2652676355
398,1.44638445524
399,1.4084072439
403,1.37968847169
404,1.19885545823
406,1.37508315863
407,1.27671226925
410,1.20238682713
411,1.46335338548
412,1.20260836322
413,1.61179927538
417,1.51298275373
419,1.32019192615
422,1.49625788293
425,1.31889610305
426,1.40704556221
427,1.51067422112
432,1.31224350184
434,1.4396260104
437,1.31986843625
438,1.389007779
440,1.63671040581
441,1.53890517908
443,1.21362208139
445,1.50782508479
447,1.28248118961
449,1.44583833436
450,1.41333501627
451,1.41270809022
453,1.58079464034
455,1.26682709961
456,1.50962759062
459,1.40877847016
461,1.33854994706
463,1.29345224556
466,1.53768801239
467,1.27337896165
469,1.32375946895
470,1.63286081412
472,1.39120285944
477,1.51321303787
481,1.22177612831
485,1.42764936579
492,1.40098053282
494,1.54928642559
497,1.46935217842
503,1.2698422568
504,1.50744978374
507,1.48754288326
509,1.50152259385
511,1.60241938051
512,1.36399795836
513,1.35780613434
516,1.50259540759
517,1.22937941639
518,1.31130268551
522,1.39888910595
525,1.19057405599
526,1.32569946288
527,1.6914727413
529,1.45008880183
534,1.48179827067
538,1.23906814207
540,1.51135887931
541,1.16977029048
542,1.4836209378
543,1.74886029077
544,1.58163155599
546,1.28068379702
547,1.33663970195
550,1.43923166315
554,1.5034819842
556,1.32400310323
558,1.27713952723
559,1.25294726066
560,1.42944280477
564,1.51299580223
565,1.24206466808
566,1.36500699903
567,1.51039910675
568,1.37419563319
570,1.4917250757
571,1.68597435062
575,1.3761151304
576,1.41387059272
585,1.34969867399
586,1.43238782954
589,1.2720359834
590,1.50004523334
591,1.38748217609
593,1.24892670128
594,1.40064272722
595,1.34660395231
596,1.33271081441
597,1.38603378131
598,1.34346069664
599,1.35198162303
600,1.48177954377
601,1.32303528842
609,1.45084263417
613,1.34774090751
619,1.48465957407
620,1.44931869183
621,1.66137412418
622,1.54954699921
623,1.37147913891
625,1.50983053463
626,1.26487386846
628,1.32952052341
629,1.55797686822
633,1.46931123966
634,1.5156834159
635,1.5420891571
636,1.44923437276
637,1.4615552727
638,1.33186109067
639,1.4444484323
640,1.46530276077
643,1.45837382627
645,1.44722842705
646,1.48756039002
647,1.35770557281
649,1.36926566199
650,1.34853149616
654,1.51022449981
656,1.29417881943
657,1.38987714365
661,1.50970787284
662,1.26117338769
663,1.44103112785
664,1.30127920888
667,1.35373619707
668,1.40407228288
672,1.37042015946
673,1.46438560968
675,1.51345643845
676,1.39999940127
677,1.33659066376
678,1.53043880851
679,1.4992261962
682,1.29170017719
684,1.41168819104
686,1.51278885518
687,1.53583610276
688,1.42058930832
689,1.4486048163
690,1.42939627826
691,1.42456817756
693,1.45251891764
694,1.42547433259
695,1.43353098393
696,1.33743175738
699,1.49827074967
702,1.61229006819
703,1.35705298616
704,1.27083787038
705,1.27613263557
708,1.42457069932
709,1.35560735995
710,1.22399074554
711,1.35556953793
712,1.47071777372
713,1.5239837542
714,1.6820795803
724,1.450160417
725,1.34621832126
727,1.19965977246
729,1.47184307693
731,1.51939897388
732,1.45430465609
735,1.38691979294
736,1.38206503576
738,1.40222040359
739,1.35215790686
741,1.46794033096
744,1.26439038438
745,1.55048778606
749,1.36402296304
750,1.38355220389
753,1.36173793235
754,1.39178080663
756,1.41166986481
759,1.48947646154
763,1.30789201175
764,1.44227213569
765,1.49510313776
770,1.5628682371
773,1.37413176309
774,1.45801382391
778,1.32906127483
780,1.42121999827
781,1.45035164556
783,1.68818665717
784,1.42683063082
790,1.33766470203
791,1.53750265097
792,1.24960883204
793,1.37702042912
794,1.44246078082
795,1.40737812925
796,1.39535285454
801,1.49606059149
802,1.50048204722
805,1.36283641516
808,1.2949118622
809,1.40666441195
813,1.37453511023
814,1.65238283611
815,1.15409185624
